# AEGIS V2 Universe Manifest — 2026-04-04 — Source: config/contracts.toml
symbol,exchange,sec_type,currency,leverage,sector
AORT,SMART,STK,USD,1,Unknown
AOS,SMART,STK,USD,1,Industrials
AOSL,SMART,STK,USD,1,Unknown
AOUT,SMART,STK,USD,1,Unknown
APA,SMART,STK,USD,1,Energy
APAM,SMART,STK,USD,1,Unknown
APC,SMART,STK,USD,1,Unknown
APD,SMART,STK,USD,1,Materials
APEI,SMART,STK,USD,1,Unknown
APGE,SMART,STK,USD,1,Unknown
APH,SMART,STK,USD,1,Information_Technology
API,SMART,STK,USD,1,Unknown
APLD,SMART,STK,USD,1,Unknown
APLE,SMART,STK,USD,1,Unknown
APLS,SMART,STK,USD,1,Unknown
APO,SMART,STK,USD,1,Financials
APOG,SMART,STK,USD,1,Unknown
APP,SMART,STK,USD,1,Information_Technology
APPF,SMART,STK,USD,1,Unknown
APPN,SMART,STK,USD,1,Unknown
APPS,SMART,STK,USD,1,Unknown
APTV,SMART,STK,USD,1,Consumer_Discretionary
APYX,SMART,STK,USD,1,Unknown
AQN.TO,SMART,STK,USD,1,Unknown
AQST,SMART,STK,USD,1,Unknown
ARAY,SMART,STK,USD,1,Unknown
ARBE,SMART,STK,USD,1,Unknown
ARCB,SMART,STK,USD,1,Unknown
ARCC,SMART,STK,USD,1,Unknown
ARCT,SMART,STK,USD,1,Unknown
ARDT,SMART,STK,USD,1,Unknown
ARDX,SMART,STK,USD,1,Unknown
ARE,SMART,STK,USD,1,Real_Estate
AREC,SMART,STK,USD,1,Unknown
AREN,SMART,STK,USD,1,Unknown
ARES,SMART,STK,USD,1,Financials
ARGX,SMART,STK,USD,1,Unknown
ARHS,SMART,STK,USD,1,Unknown
ARI,SMART,STK,USD,1,Unknown
ARKO,SMART,STK,USD,1,Unknown
ARL,SMART,STK,USD,1,Unknown
ARLO,SMART,STK,USD,1,Unknown
ARLP,SMART,STK,USD,1,Unknown
ARM,SMART,STK,USD,1,Semiconductors
AROC,SMART,STK,USD,1,Unknown
AROW,SMART,STK,USD,1,Unknown
ARQ,SMART,STK,USD,1,Unknown
ARQQ,SMART,STK,USD,1,Unknown
ARQT,SMART,STK,USD,1,Unknown
ARR,SMART,STK,USD,1,Unknown
ARRY,SMART,STK,USD,1,Unknown
ARTNA,SMART,STK,USD,1,Unknown
ARTV,SMART,STK,USD,1,Unknown
ARVN,SMART,STK,USD,1,Unknown
ARWR,SMART,STK,USD,1,Unknown
ASAN,SMART,STK,USD,1,Unknown
ASB,SMART,STK,USD,1,Unknown
ASC,SMART,STK,USD,1,Unknown
ASGN,SMART,STK,USD,1,Unknown
ASIC,SMART,STK,USD,1,Unknown
ASIX,SMART,STK,USD,1,Unknown
ASLE,SMART,STK,USD,1,Unknown
ASMB,SMART,STK,USD,1,Unknown
ASND,SMART,STK,USD,1,Unknown
ASO,SMART,STK,USD,1,Unknown
ASPI,SMART,STK,USD,1,Unknown
ASPN,SMART,STK,USD,1,Unknown
ASPS,SMART,STK,USD,1,Unknown
ASRT,SMART,STK,USD,1,Unknown
ASST,SMART,STK,USD,1,Unknown
ASTE,SMART,STK,USD,1,Unknown
ASTH,SMART,STK,USD,1,Unknown
ASTL,SMART,STK,USD,1,Unknown
ASTS,SMART,STK,USD,1,Unknown
ASUR,SMART,STK,USD,1,Unknown
ASYS,SMART,STK,USD,1,Unknown
ATAI,SMART,STK,USD,1,Unknown
ATAT,SMART,STK,USD,1,Unknown
ATD.TO,SMART,STK,USD,1,Unknown
ATEC,SMART,STK,USD,1,Unknown
ATEN,SMART,STK,USD,1,Unknown
ATEX,SMART,STK,USD,1,Unknown
ATGL,SMART,STK,USD,1,Unknown
ATKR,SMART,STK,USD,1,Unknown
ATLC,SMART,STK,USD,1,Unknown
ATLCL,SMART,STK,USD,1,Unknown
ATLCP,SMART,STK,USD,1,Unknown
ATLCZ,SMART,STK,USD,1,Unknown
ATLN,SMART,STK,USD,1,Unknown
ATLO,SMART,STK,USD,1,Unknown
ATLX,SMART,STK,USD,1,Unknown
ATMU,SMART,STK,USD,1,Unknown
ATNI,SMART,STK,USD,1,Unknown
ATO,SMART,STK,USD,1,Utilities
ATOM,SMART,STK,USD,1,Unknown
ATRC,SMART,STK,USD,1,Unknown
ATRO,SMART,STK,USD,1,Unknown
ATYR,SMART,STK,USD,1,Unknown
AUB,SMART,STK,USD,1,Unknown
AUBN,SMART,STK,USD,1,Unknown
AUDC,SMART,STK,USD,1,Unknown
AUGO,SMART,STK,USD,1,Unknown
AUPH,SMART,STK,USD,1,Unknown
AUR,SMART,STK,USD,1,Unknown
AURA,SMART,STK,USD,1,Unknown
AUROW,SMART,STK,USD,1,Unknown
AUTL,SMART,STK,USD,1,Unknown
AVA,SMART,STK,USD,1,Unknown
AVAH,SMART,STK,USD,1,Unknown
AVAV,SMART,STK,USD,1,Unknown
AVB,SMART,STK,USD,1,Real_Estate
AVBH,SMART,STK,USD,1,Unknown
AVBP,SMART,STK,USD,1,Unknown
AVD,SMART,STK,USD,1,Unknown
AVGO,SMART,STK,USD,1,Semiconductors
AVIR,SMART,STK,USD,1,Unknown
AVNS,SMART,STK,USD,1,Unknown
AVNT,SMART,STK,USD,1,Unknown
AVNW,SMART,STK,USD,1,Unknown
AVO,SMART,STK,USD,1,Unknown
AVPT,SMART,STK,USD,1,Unknown
AVR,SMART,STK,USD,1,Unknown
AVT,SMART,STK,USD,1,Unknown
AVTX,SMART,STK,USD,1,Unknown
AVXL,SMART,STK,USD,1,Unknown
AVY,SMART,STK,USD,1,Materials
AWK,SMART,STK,USD,1,Utilities
AWR,SMART,STK,USD,1,Unknown
AX,SMART,STK,USD,1,Unknown
AXG,SMART,STK,USD,1,Unknown
AXGN,SMART,STK,USD,1,Unknown
AXON,SMART,STK,USD,1,Industrials
AXP,SMART,STK,USD,1,Financials
AXSM,SMART,STK,USD,1,Unknown
AXTI,SMART,STK,USD,1,Unknown
AZ,SMART,STK,USD,1,Unknown
AZN,SMART,STK,USD,1,Unknown
AZO,SMART,STK,USD,1,Consumer_Discretionary
AZTA,SMART,STK,USD,1,Unknown
AZZ,SMART,STK,USD,1,Unknown
BA,SMART,STK,USD,1,Aerospace
BAC,SMART,STK,USD,1,Finance
BAER,SMART,STK,USD,1,Unknown
BAER.SW,SMART,STK,USD,1,Unknown
BALL,SMART,STK,USD,1,Materials
BALY,SMART,STK,USD,1,Unknown
BAM.TO,SMART,STK,USD,1,Unknown
BANC,SMART,STK,USD,1,Unknown
BAND,SMART,STK,USD,1,Unknown
BANF,SMART,STK,USD,1,Unknown
BANFP,SMART,STK,USD,1,Unknown
BANR,SMART,STK,USD,1,Unknown
BANX,SMART,STK,USD,1,Unknown
BARK,SMART,STK,USD,1,Unknown
BATRA,SMART,STK,USD,1,Unknown
BATRK,SMART,STK,USD,1,Unknown
BAX,SMART,STK,USD,1,Health_Care
BBAI,SMART,STK,USD,1,Unknown
BBBY,SMART,STK,USD,1,Unknown
BBCP,SMART,STK,USD,1,Unknown
BBIO,SMART,STK,USD,1,Unknown
BBNX,SMART,STK,USD,1,Unknown
BBOT,SMART,STK,USD,1,Unknown
BBSI,SMART,STK,USD,1,Unknown
BBT,SMART,STK,USD,1,Unknown
BBUC,SMART,STK,USD,1,Unknown
BBW,SMART,STK,USD,1,Unknown
BBY,SMART,STK,USD,1,Consumer_Discretionary
BCAL,SMART,STK,USD,1,Unknown
BCAX,SMART,STK,USD,1,Unknown
BCBP,SMART,STK,USD,1,Unknown
BCC,SMART,STK,USD,1,Unknown
BCE.TO,SMART,STK,USD,1,Unknown
BCIC,SMART,STK,USD,1,Unknown
BCML,SMART,STK,USD,1,Unknown
BCO,SMART,STK,USD,1,Unknown
BCPC,SMART,STK,USD,1,Unknown
BCRX,SMART,STK,USD,1,Unknown
BCYC,SMART,STK,USD,1,Unknown
BDC,SMART,STK,USD,1,Unknown
BDMD,SMART,STK,USD,1,Unknown
BDN,SMART,STK,USD,1,Unknown
BDSX,SMART,STK,USD,1,Unknown
BDTX,SMART,STK,USD,1,Unknown
BDX,SMART,STK,USD,1,Health_Care
BE,SMART,STK,USD,1,Unknown
BEAM,SMART,STK,USD,1,Unknown
BEEP,SMART,STK,USD,1,Unknown
BELFA,SMART,STK,USD,1,Unknown
BELFB,SMART,STK,USD,1,Unknown
BEN,SMART,STK,USD,1,Financials
BETR,SMART,STK,USD,1,Unknown
BF.B,SMART,STK,USD,1,Consumer_Staples
BFC,SMART,STK,USD,1,Unknown
BFH,SMART,STK,USD,1,Unknown
BFLY,SMART,STK,USD,1,Unknown
BFS,SMART,STK,USD,1,Unknown
BFST,SMART,STK,USD,1,Unknown
BG,SMART,STK,USD,1,Consumer_Staples
BGC,SMART,STK,USD,1,Unknown
BGIN,SMART,STK,USD,1,Unknown
BGM,SMART,STK,USD,1,Unknown
BGS,SMART,STK,USD,1,Unknown
BH,SMART,STK,USD,1,Unknown
BHB,SMART,STK,USD,1,Unknown
BHE,SMART,STK,USD,1,Unknown
BHF,SMART,STK,USD,1,Unknown
BHFAL,SMART,STK,USD,1,Unknown
BHFAM,SMART,STK,USD,1,Unknown
BHFAN,SMART,STK,USD,1,Unknown
BHFAO,SMART,STK,USD,1,Unknown
BHFAP,SMART,STK,USD,1,Unknown
BHR,SMART,STK,USD,1,Unknown
BHRB,SMART,STK,USD,1,Unknown
BHST,SMART,STK,USD,1,Unknown
BHVN,SMART,STK,USD,1,Unknown
BIDU,SMART,STK,USD,1,Unknown
BIIB,SMART,STK,USD,1,Health_Care
BILI,SMART,STK,USD,1,Unknown
BIOA,SMART,STK,USD,1,Unknown
BIP-UN.TO,SMART,STK,USD,1,Unknown
BIPC,SMART,STK,USD,1,Unknown
BITF,SMART,STK,USD,1,Unknown
BJRI,SMART,STK,USD,1,Unknown
BK,SMART,STK,USD,1,Financials
BKD,SMART,STK,USD,1,Unknown
BKE,SMART,STK,USD,1,Unknown
BKH,SMART,STK,USD,1,Unknown
BKKT,SMART,STK,USD,1,Unknown
BKNG,SMART,STK,USD,1,Travel
BKR,SMART,STK,USD,1,Energy
BKSY,SMART,STK,USD,1,Unknown
BKTI,SMART,STK,USD,1,Unknown
BKU,SMART,STK,USD,1,Unknown
BKV,SMART,STK,USD,1,Unknown
BL,SMART,STK,USD,1,Unknown
BLBD,SMART,STK,USD,1,Unknown
BLDP,SMART,STK,USD,1,Unknown
BLDR,SMART,STK,USD,1,Industrials
BLFS,SMART,STK,USD,1,Unknown
BLFY,SMART,STK,USD,1,Unknown
BLK,SMART,STK,USD,1,Financials
BLKB,SMART,STK,USD,1,Unknown
BLLN,SMART,STK,USD,1,Unknown
BLMN,SMART,STK,USD,1,Unknown
BLND,SMART,STK,USD,1,Unknown
BLNE,SMART,STK,USD,1,Unknown
BLNK,SMART,STK,USD,1,Unknown
BLTE,SMART,STK,USD,1,Unknown
BLUW,SMART,STK,USD,1,Unknown
BLX,SMART,STK,USD,1,Unknown
BLZE,SMART,STK,USD,1,Unknown
BMBL,SMART,STK,USD,1,Unknown
BMEA,SMART,STK,USD,1,Unknown
BMHL,SMART,STK,USD,1,Unknown
BMI,SMART,STK,USD,1,Unknown
BMM,SMART,STK,USD,1,Unknown
BMO.TO,SMART,STK,USD,1,Unknown
BMRC,SMART,STK,USD,1,Unknown
BMRN,SMART,STK,USD,1,Unknown
BMY,SMART,STK,USD,1,Healthcare
BNAI,SMART,STK,USD,1,Unknown
BNC,SMART,STK,USD,1,Unknown
BNED,SMART,STK,USD,1,Unknown
BNL,SMART,STK,USD,1,Unknown
BNS.TO,SMART,STK,USD,1,Unknown
BNTC,SMART,STK,USD,1,Unknown
BNTX,SMART,STK,USD,1,Unknown
BOC,SMART,STK,USD,1,Unknown
BODI,SMART,STK,USD,1,Unknown
BOH,SMART,STK,USD,1,Unknown
BOKF,SMART,STK,USD,1,Unknown
BOOM,SMART,STK,USD,1,Unknown
BOOT,SMART,STK,USD,1,Unknown
BORR,SMART,STK,USD,1,Unknown
BOTJ,SMART,STK,USD,1,Unknown
BOW,SMART,STK,USD,1,Unknown
BOX,SMART,STK,USD,1,Unknown
BPOP,SMART,STK,USD,1,Unknown
BPOPM,SMART,STK,USD,1,Unknown
BPRN,SMART,STK,USD,1,Unknown
BPYPM,SMART,STK,USD,1,Unknown
BPYPN,SMART,STK,USD,1,Unknown
BPYPO,SMART,STK,USD,1,Unknown
BPYPP,SMART,STK,USD,1,Unknown
BR,SMART,STK,USD,1,Industrials
BRAI,SMART,STK,USD,1,Unknown
BRBI,SMART,STK,USD,1,Unknown
BRBS,SMART,STK,USD,1,Unknown
BRCB,SMART,STK,USD,1,Unknown
BRCC,SMART,STK,USD,1,Unknown
BRK B,SMART,STK,USD,1,Finance
BRK.B,SMART,STK,USD,1,Financials
BRKR,SMART,STK,USD,1,Unknown
BRKRP,SMART,STK,USD,1,Unknown
BRLT,SMART,STK,USD,1,Unknown
BRO,SMART,STK,USD,1,Financials
BRR,SMART,STK,USD,1,Unknown
BRSL,SMART,STK,USD,1,Unknown
BRSP,SMART,STK,USD,1,Unknown
BRT,SMART,STK,USD,1,Unknown
BRZE,SMART,STK,USD,1,Unknown
BSBK,SMART,STK,USD,1,Unknown
BSET,SMART,STK,USD,1,Unknown
BSRR,SMART,STK,USD,1,Unknown
BSVN,SMART,STK,USD,1,Unknown
BSX,SMART,STK,USD,1,Health_Care
BSY,SMART,STK,USD,1,Unknown
BTBT,SMART,STK,USD,1,Unknown
BTCS,SMART,STK,USD,1,Unknown
BTDR,SMART,STK,USD,1,Unknown
BTMD,SMART,STK,USD,1,Unknown
BTO.TO,SMART,STK,USD,1,Unknown
BTQ,SMART,STK,USD,1,Unknown
BTSG,SMART,STK,USD,1,Unknown
BTSGU,SMART,STK,USD,1,Unknown
BTU,SMART,STK,USD,1,Unknown
BULL,SMART,STK,USD,1,Unknown
BULLW,SMART,STK,USD,1,Unknown
BUR,SMART,STK,USD,1,Unknown
BUSE,SMART,STK,USD,1,Unknown
BUSEP,SMART,STK,USD,1,Unknown
BUUU,SMART,STK,USD,1,Unknown
BV,SMART,STK,USD,1,Unknown
BVC,SMART,STK,USD,1,Unknown
BVFL,SMART,STK,USD,1,Unknown
BVS,SMART,STK,USD,1,Unknown
BWAY,SMART,STK,USD,1,Unknown
BWB,SMART,STK,USD,1,Unknown
BWBBP,SMART,STK,USD,1,Unknown
BWFG,SMART,STK,USD,1,Unknown
BWIN,SMART,STK,USD,1,Unknown
BWMN,SMART,STK,USD,1,Unknown
BX,SMART,STK,USD,1,Financials
BXC,SMART,STK,USD,1,Unknown
BXMT,SMART,STK,USD,1,Unknown
BXP,SMART,STK,USD,1,Real_Estate
BY,SMART,STK,USD,1,Unknown
BYFC,SMART,STK,USD,1,Unknown
BYND,SMART,STK,USD,1,Unknown
BYRN,SMART,STK,USD,1,Unknown
BZ,SMART,STK,USD,1,Unknown
BZAI,SMART,STK,USD,1,Unknown
BZH,SMART,STK,USD,1,Unknown
BZUN,SMART,STK,USD,1,Unknown
C,SMART,STK,USD,1,Finance
CAAS,SMART,STK,USD,1,Unknown
CABA,SMART,STK,USD,1,Unknown
CABO,SMART,STK,USD,1,Unknown
CAC,SMART,STK,USD,1,Unknown
CACC,SMART,STK,USD,1,Unknown
CADL,SMART,STK,USD,1,Unknown
CAG,SMART,STK,USD,1,Consumer_Staples
CAH,SMART,STK,USD,1,Health_Care
CAI,SMART,STK,USD,1,Unknown
CAKE,SMART,STK,USD,1,Unknown
CAL,SMART,STK,USD,1,Unknown
CALM,SMART,STK,USD,1,Unknown
CALX,SMART,STK,USD,1,Unknown
CALY,SMART,STK,USD,1,Unknown
CAMP,SMART,STK,USD,1,Unknown
CAMT,SMART,STK,USD,1,Unknown
CAN,SMART,STK,USD,1,Unknown
CAPR,SMART,STK,USD,1,Unknown
CARE,SMART,STK,USD,1,Unknown
CARG,SMART,STK,USD,1,Unknown
CARL,SMART,STK,USD,1,Unknown
CARR,SMART,STK,USD,1,Industrials
CARS,SMART,STK,USD,1,Unknown
CART,SMART,STK,USD,1,Unknown
CASH,SMART,STK,USD,1,Unknown
CASS,SMART,STK,USD,1,Unknown
CAST,SMART,STK,USD,1,Unknown
CASY,SMART,STK,USD,1,Unknown
CAT,SMART,STK,USD,1,Industrial
CATX,SMART,STK,USD,1,Unknown
CATY,SMART,STK,USD,1,Unknown
CB,SMART,STK,USD,1,Financials
CBAN,SMART,STK,USD,1,Unknown
CBAT,SMART,STK,USD,1,Unknown
CBC,SMART,STK,USD,1,Unknown
CBFV,SMART,STK,USD,1,Unknown
CBIO,SMART,STK,USD,1,Unknown
CBK,SMART,STK,USD,1,Unknown
CBL,SMART,STK,USD,1,Unknown
CBLL,SMART,STK,USD,1,Unknown
CBNA,SMART,STK,USD,1,Unknown
CBNK,SMART,STK,USD,1,Unknown
CBOE,SMART,STK,USD,1,Financials
CBRE,SMART,STK,USD,1,Real_Estate
CBRL,SMART,STK,USD,1,Unknown
CBSH,SMART,STK,USD,1,Unknown
CBT,SMART,STK,USD,1,Unknown
CBU,SMART,STK,USD,1,Unknown
CBUS,SMART,STK,USD,1,Unknown
CBZ,SMART,STK,USD,1,Unknown
CC,SMART,STK,USD,1,Unknown
CCAP,SMART,STK,USD,1,Unknown
CCB,SMART,STK,USD,1,Unknown
CCBG,SMART,STK,USD,1,Unknown
CCC,SMART,STK,USD,1,Unknown
CCCC,SMART,STK,USD,1,Unknown
CCEC,SMART,STK,USD,1,Unknown
CCEP,SMART,STK,USD,1,Consumer_Staples
CCI,SMART,STK,USD,1,Real_Estate
CCL,SMART,STK,USD,1,Consumer_Discretionary
CCL-B.TO,SMART,STK,USD,1,Unknown
CCLD,SMART,STK,USD,1,Unknown
CCLDO,SMART,STK,USD,1,Unknown
CCNE,SMART,STK,USD,1,Unknown
CCNEP,SMART,STK,USD,1,Unknown
CCO.TO,SMART,STK,USD,1,Unknown
CCOI,SMART,STK,USD,1,Unknown
CCRN,SMART,STK,USD,1,Unknown
CCS,SMART,STK,USD,1,Unknown
CCSI,SMART,STK,USD,1,Unknown
CD,SMART,STK,USD,1,Unknown
CDE,SMART,STK,USD,1,Unknown
CDNA,SMART,STK,USD,1,Unknown
CDNL,SMART,STK,USD,1,Unknown
CDNS,SMART,STK,USD,1,Information_Technology
CDP,SMART,STK,USD,1,Unknown
CDRE,SMART,STK,USD,1,Unknown
CDRO,SMART,STK,USD,1,Unknown
CDW,SMART,STK,USD,1,Information_Technology
CDXS,SMART,STK,USD,1,Unknown
CDZI,SMART,STK,USD,1,Unknown
CDZIP,SMART,STK,USD,1,Unknown
CECO,SMART,STK,USD,1,Unknown
CEG,SMART,STK,USD,1,Utilities
CELC,SMART,STK,USD,1,Unknown
CELH,SMART,STK,USD,1,Unknown
CENT,SMART,STK,USD,1,Unknown
CENTA,SMART,STK,USD,1,Unknown
CENX,SMART,STK,USD,1,Unknown
CERS,SMART,STK,USD,1,Unknown
CERT,SMART,STK,USD,1,Unknown
CEVA,SMART,STK,USD,1,Unknown
CF,SMART,STK,USD,1,Materials
CFBK,SMART,STK,USD,1,Unknown
CFFI,SMART,STK,USD,1,Unknown
CFFN,SMART,STK,USD,1,Unknown
CFG,SMART,STK,USD,1,Financials
CG,SMART,STK,USD,1,Unknown
CGABL,SMART,STK,USD,1,Unknown
CGBD,SMART,STK,USD,1,Unknown
CGC,SMART,STK,USD,1,Unknown
CGEM,SMART,STK,USD,1,Unknown
CGEN,SMART,STK,USD,1,Unknown
CGNT,SMART,STK,USD,1,Unknown
CGNX,SMART,STK,USD,1,Unknown
CGON,SMART,STK,USD,1,Unknown
CGTX,SMART,STK,USD,1,Unknown
CHA,SMART,STK,USD,1,Unknown
CHCI,SMART,STK,USD,1,Unknown
CHCO,SMART,STK,USD,1,Unknown
CHCT,SMART,STK,USD,1,Unknown
CHD,SMART,STK,USD,1,Consumer_Staples
CHDN,SMART,STK,USD,1,Unknown
CHEF,SMART,STK,USD,1,Unknown
CHKP,SMART,STK,USD,1,Unknown
CHMG,SMART,STK,USD,1,Unknown
CHRD,SMART,STK,USD,1,Unknown
CHRS,SMART,STK,USD,1,Unknown
CHRW,SMART,STK,USD,1,Industrials
CHSCL,SMART,STK,USD,1,Unknown
CHSCM,SMART,STK,USD,1,Unknown
CHSCN,SMART,STK,USD,1,Unknown
CHSCO,SMART,STK,USD,1,Unknown
CHSCP,SMART,STK,USD,1,Unknown
CHSN,SMART,STK,USD,1,Unknown
CHTR,SMART,STK,USD,1,Communication_Services
CHYM,SMART,STK,USD,1,Unknown
CI,SMART,STK,USD,1,Health_Care
CIA,SMART,STK,USD,1,Unknown
CIEN,SMART,STK,USD,1,Information_Technology
CIFR,SMART,STK,USD,1,Unknown
CIGI,SMART,STK,USD,1,Unknown
CIM,SMART,STK,USD,1,Unknown
CINF,SMART,STK,USD,1,Financials
CING,SMART,STK,USD,1,Unknown
CIVB,SMART,STK,USD,1,Unknown
CIX,SMART,STK,USD,1,Unknown
CL,SMART,STK,USD,1,Consumer_Staples
CLAR,SMART,STK,USD,1,Unknown
CLB,SMART,STK,USD,1,Unknown
CLBK,SMART,STK,USD,1,Unknown
CLBT,SMART,STK,USD,1,Unknown
CLDT,SMART,STK,USD,1,Unknown
CLDX,SMART,STK,USD,1,Unknown
CLFD,SMART,STK,USD,1,Unknown
CLLS,SMART,STK,USD,1,Unknown
CLMB,SMART,STK,USD,1,Unknown
CLMT,SMART,STK,USD,1,Unknown
CLNE,SMART,STK,USD,1,Unknown
CLOV,SMART,STK,USD,1,Unknown
CLPR,SMART,STK,USD,1,Unknown
CLPT,SMART,STK,USD,1,Unknown
CLSK,SMART,STK,USD,1,Unknown
CLSKW,SMART,STK,USD,1,Unknown
CLW,SMART,STK,USD,1,Unknown
CLX,SMART,STK,USD,1,Consumer_Staples
CLYM,SMART,STK,USD,1,Unknown
CM.TO,SMART,STK,USD,1,Unknown
CMC,SMART,STK,USD,1,Unknown
CMCL,SMART,STK,USD,1,Unknown
CMCO,SMART,STK,USD,1,Unknown
CMCSA,SMART,STK,USD,1,Communication_Services
CMDB,SMART,STK,USD,1,Unknown
CME,SMART,STK,USD,1,Financials
CMG,SMART,STK,USD,1,Consumer_Discretionary
CMI,SMART,STK,USD,1,Industrials
CMP,SMART,STK,USD,1,Unknown
CMPR,SMART,STK,USD,1,Unknown
CMPS,SMART,STK,USD,1,Unknown
CMPX,SMART,STK,USD,1,Unknown
CMRC,SMART,STK,USD,1,Unknown
CMRE,SMART,STK,USD,1,Unknown
CMS,SMART,STK,USD,1,Utilities
CMT,SMART,STK,USD,1,Unknown
CMTG,SMART,STK,USD,1,Unknown
CMTL,SMART,STK,USD,1,Unknown
CMTV,SMART,STK,USD,1,Unknown
CNC,SMART,STK,USD,1,Health_Care
CNCK,SMART,STK,USD,1,Unknown
CNDT,SMART,STK,USD,1,Unknown
CNK,SMART,STK,USD,1,Unknown
CNMD,SMART,STK,USD,1,Unknown
CNNE,SMART,STK,USD,1,Unknown
CNO,SMART,STK,USD,1,Unknown
CNOB,SMART,STK,USD,1,Unknown
CNOBP,SMART,STK,USD,1,Unknown
CNP,SMART,STK,USD,1,Utilities
CNR,SMART,STK,USD,1,Unknown
CNR.TO,SMART,STK,USD,1,Unknown
CNS,SMART,STK,USD,1,Unknown
CNTA,SMART,STK,USD,1,Unknown
CNTB,SMART,STK,USD,1,Unknown
CNTN,SMART,STK,USD,1,Unknown
CNTX,SMART,STK,USD,1,Unknown
CNX,SMART,STK,USD,1,Unknown
CNXC,SMART,STK,USD,1,Unknown
CNXN,SMART,STK,USD,1,Unknown
COCO,SMART,STK,USD,1,Unknown
CODA,SMART,STK,USD,1,Unknown
CODI,SMART,STK,USD,1,Unknown
COF,SMART,STK,USD,1,Financials
COFS,SMART,STK,USD,1,Unknown
COGT,SMART,STK,USD,1,Unknown
COHU,SMART,STK,USD,1,Unknown
COIN,SMART,STK,USD,1,Finance
COKE,SMART,STK,USD,1,Unknown
COLB,SMART,STK,USD,1,Unknown
COLL,SMART,STK,USD,1,Unknown
COLM,SMART,STK,USD,1,Unknown
COMP,SMART,STK,USD,1,Unknown
COO,SMART,STK,USD,1,Health_Care
COOK,SMART,STK,USD,1,Unknown
COP,SMART,STK,USD,1,Energy
COR,SMART,STK,USD,1,Health_Care
CORT,SMART,STK,USD,1,Unknown
CORZ,SMART,STK,USD,1,Unknown
CORZW,SMART,STK,USD,1,Unknown
CORZZ,SMART,STK,USD,1,Unknown
COSO,SMART,STK,USD,1,Unknown
COST,SMART,STK,USD,1,Retail
COUR,SMART,STK,USD,1,Unknown
COYA,SMART,STK,USD,1,Unknown
CP.TO,SMART,STK,USD,1,Unknown
CPAY,SMART,STK,USD,1,Financials
CPB,SMART,STK,USD,1,Consumer_Staples
CPBI,SMART,STK,USD,1,Unknown
CPF,SMART,STK,USD,1,Unknown
CPHC,SMART,STK,USD,1,Unknown
CPK,SMART,STK,USD,1,Unknown
CPRI,SMART,STK,USD,1,Unknown
CPRT,SMART,STK,USD,1,Industrials
CPRX,SMART,STK,USD,1,Unknown
CPS,SMART,STK,USD,1,Unknown
CPSS,SMART,STK,USD,1,Unknown
CPT,SMART,STK,USD,1,Real_Estate
CPZ,SMART,STK,USD,1,Unknown
CRAI,SMART,STK,USD,1,Unknown
CRBP,SMART,STK,USD,1,Unknown
CRBU,SMART,STK,USD,1,Unknown
CRC,SMART,STK,USD,1,Unknown
CRCT,SMART,STK,USD,1,Unknown
CRDF,SMART,STK,USD,1,Unknown
CRDL,SMART,STK,USD,1,Unknown
CRDO,SMART,STK,USD,1,Unknown
CRESY,SMART,STK,USD,1,Unknown
CRGY,SMART,STK,USD,1,Unknown
CRH,SMART,STK,USD,1,Materials
CRI,SMART,STK,USD,1,Unknown
CRK,SMART,STK,USD,1,Unknown
CRL,SMART,STK,USD,1,Health_Care
CRM,SMART,STK,USD,1,Technology
CRMD,SMART,STK,USD,1,Unknown
CRML,SMART,STK,USD,1,Unknown
CRMLW,SMART,STK,USD,1,Unknown
CRMT,SMART,STK,USD,1,Unknown
CRNC,SMART,STK,USD,1,Unknown
CRNT,SMART,STK,USD,1,Unknown
CRNX,SMART,STK,USD,1,Unknown
CRON,SMART,STK,USD,1,Unknown
CROX,SMART,STK,USD,1,Unknown
CRSP,SMART,STK,USD,1,Unknown
CRSR,SMART,STK,USD,1,Unknown
CRTO,SMART,STK,USD,1,Unknown
CRUS,SMART,STK,USD,1,Unknown
CRVL,SMART,STK,USD,1,Unknown
CRVS,SMART,STK,USD,1,Unknown
CRWD,SMART,STK,USD,1,Technology
CRWV,SMART,STK,USD,1,Unknown
CSBR,SMART,STK,USD,1,Unknown
CSCO,SMART,STK,USD,1,Technology
CSGP,SMART,STK,USD,1,Real_Estate
CSGS,SMART,STK,USD,1,Unknown
CSIQ,SMART,STK,USD,1,Unknown
CSPI,SMART,STK,USD,1,Unknown
CSQ,SMART,STK,USD,1,Unknown
CSR,SMART,STK,USD,1,Unknown
CSTL,SMART,STK,USD,1,Unknown
CSTM,SMART,STK,USD,1,Unknown
CSU.TO,SMART,STK,USD,1,Unknown
CSV,SMART,STK,USD,1,Unknown
CSW,SMART,STK,USD,1,Unknown
CSWC,SMART,STK,USD,1,Unknown
CSX,SMART,STK,USD,1,Industrials
CTAS,SMART,STK,USD,1,Industrials
CTBI,SMART,STK,USD,1,Unknown
CTEV,SMART,STK,USD,1,Unknown
CTGO,SMART,STK,USD,1,Unknown
CTKB,SMART,STK,USD,1,Unknown
CTLP,SMART,STK,USD,1,Unknown
CTMX,SMART,STK,USD,1,Unknown
CTNM,SMART,STK,USD,1,Unknown
CTO,SMART,STK,USD,1,Unknown
CTOS,SMART,STK,USD,1,Unknown
CTRA,SMART,STK,USD,1,Energy
